IRSD (avg)
1054.0142878455931
1087.1535155245915
1061.3268112
1056.031657413777
1033.6156984
1005.80001618269
876.5728223591718
1069.6547724234265
882.6295497625832
991.4174155527124
973.5427845263036
1022.6220598282588
1046.878132690621
1021.7960313
1088.4899494765657
1043.308932786388
981.1715158807528
974.23298624
907.5826412748462
1014.4268623323806
1014.6629083010492
983.6783973666484
1011.468701815839
916.5204604705488
1117.3424873
874.9568031487336
1090.8316595988244
1108.0031915
1068.063030834529
989.9907155968474
1058.6758703554317
1022.4666629855608
1117.0745426648937
1078.838889012712
1074.136031022039
1066.4030258796383
978.3062366825274
885.8210435083711
991.7970833676924
1038.8516196
965.24707646
1048.6567700065527
996.0797394282682
1001.3892636036162
936.4841523884804
954.03411006
1088.8332456
1048.238880365266
1024.897325281962
962.2757309359008
958.3230522870772
1002.7422002243932
1004.0838966587748
937.5402779309104
995.9999295675772
928.82548998
1059.5637362752525
1054.553786106945
1087.5431142693672
1077.961240494503
825.0826362721117
1041.799224785602
1048.545722938659
1080.795449496277
997.08540845
1092.5617039865854
1064.829129
985.93954556557
1011.1037509278574
1002.9436831369396
1072.3027643894318
1069.4388171759651
1107.4038780942308
1112.3287261439366
967.1407455795484
888.0029085639474
1115.205427388623
889.5604888200002
1052.929447841819
976.4635835114108
1077.334638213914
1080.6549898175438
1080.6022922882669
1051.8094800938163
955.5425063776568
922.6526160844968
956.3031297787522
1043.1406415
895.9052129360925
960.7948462458536
995.0018829452456
1019.4532124271948
926.991860888068
988.4155366011976
973.0919440341872
1057.1846047167974
1063.527435337396
1092.2003617063622
1066.1460365401997
945.74129788
875.14920465
997.504803905799
973.5798924942488
1007.7527127
1044.6602249274504
977.954002143484
1102.2394537442349
1055.829575185952
1049.5244833467286
1082.6769058475527
990.77191495
1032.6188442523105
1016.6351900797744
1027.1564021341194
945.10842792
959.9101673104994
1064.597427030497
1013.6367554793688
1111.722306
1035.9181884294994
1044.943663590724
1003.658673714862
801.1470349052755
873.5071839794688
969.4916028162222
1055.245050106957
893.86860207
1018.3160723343608
997.4403587162508
1090.7164055636902
1107.9396716505155
1029.0078406758723
950.976131547554
896.6082936663449
771.7711571488037
946.7562939920148
1092.3348877
919.47221091
1052.1802372509526
1035.875756609964
1022.9965107371728
951.8246730378778
1018.0473402
1049.373251307252
1080.4992729
1049.5100982
1026.2001581470554
1056.859752555796
1005.6489553218848
1028.4141896748731
1085.4977128343285
1031.147568789586
964.0511894036777
1034.0597315369384
1022.2979851247818
1100.2039236714286
1001.8026539
1072.7511062
979.8909615044804
868.7230147312921
1112.439352735913
811.7105786428176
