% dwellings which are public housing,Distance to GPO (km),Public Housing Dwellings,Equivalent household income <$600/week,"Poor English proficiency, persons",Dwellings with no internet,"Aboriginal or Torres Strait Islander, persons","Holds degree or higher, persons",Population Density
,161.34425265099998,<5,401,<5,198,30,479,13.804689039886297
8.495145631067961,148.456157126,315,1412,57,834,152,818,1109.8504150641938
,180.526614463,<5,37,<5,16,5,16,231.4231477163997
,93.8503500785,<5,61,<5,33,6,28,295.846730567831
,366.771808414,<5,63,<5,34,<5,17,226.93185518112145
,17.759441582300003,<5,244,59,100,24,436,1919.240287903688
,100.371004082,<5,139,<5,84,14,32,203.01436405067963
,221.010854054,<5,36,<5,13,<5,14,143.4739523504293
,77.6109540291,<5,70,<5,19,<5,60,26.94400263124439
1.608695652173913,26.4201645202,37,423,37,253,24,1067,512.8582460350249
2.8517110266159698,23.1572559105,225,1927,280,1068,95,3793,2101.202941847618
,29.8191571257,<5,35,29,30,<5,68,10.712916077442197
0.1996007984031936,24.1391571257,7,907,498,425,7,1201,1788.2893879358332
0.6654835847382431,88.3056076015,15,542,17,232,42,948,49.538459557404245
6.5157750342935525,86.1909491358,380,1957,66,989,166,1524,2151.513625575194
,131.971557464,<5,42,<5,19,<5,28,162.9485006614623
3.896103896103896,256.663884049,6,71,<5,59,<5,<5,214.3139930649016
6.790402897238569,13.7084446761,150,908,485,632,30,466,1838.352732193756
10.227272727272728,39.0230465451,126,397,187,237,35,298,872.6556458401435
5.872291904218928,38.4710207725,206,1282,913,586,27,1009,1292.219135058186
,258.707648341,<5,53,<5,58,17,39,68.02508458354885
0.4168245547555892,290.461864682,11,868,<5,584,38,585,1.034884293210303
8.077933450087565,299.02157136399995,369,1696,14,1271,107,897,289.712014397636
4.059040590405904,75.6911571257,77,651,55,437,33,507,397.0901096865583
2.624768946395564,73.8646140887,71,945,106,640,26,710,2238.0054058805054
24.86459871984244,16.0587925808,505,639,159,413,7,1016,3467.7103459669734
5.849440488301119,42.4932703968,460,2936,1935,1306,189,1892,1859.3023506791803
9.23076923076923,15.3256473722,450,953,191,593,27,3519,3039.49827510546
,121.83155936,<5,79,<5,32,7,42,215.09348451974543
,43.7341968675,<5,20,<5,10,<5,58,203.22761768477625
,348.407727754,<5,32,5,16,<5,31,121.98510282967686
0.4008016032064128,71.2896119296,6,431,<5,181,30,324,20.380405210630336
20.22838499184339,70.5241571257,744,1613,31,888,152,345,462.0816926814995
1.89343163538874,9.59900258408,113,1036,334,560,16,5210,3718.809245713034
1.2269345956912376,8.124038390099999,127,1906,537,953,21,8949,3963.529003557984
,81.34471671589999,<5,42,<5,21,<5,12,128.36704028235857
,158.623310084,<5,24,<5,10,<5,39,80.33698812859498
3.343239227340268,90.5481571257,45,360,7,171,30,399,3.657651653887982
6.333808844507846,62.9975732726,222,1308,21,673,245,764,433.095000438126
,132.734157126,<5,577,<5,303,43,233,1.802898384848463
1.160337552742616,122.238360053,11,449,<5,298,27,64,267.8094674426112
1.361256544502618,21.7372964847,13,205,118,91,5,529,411.2821218265348
2.9794149512459374,30.7731501814,110,919,183,454,32,1817,2158.530668509553
33.57142857142857,13.2535341059,47,51,28,37,<5,72,1582.9692072537375
22.23396758280479,14.9665823908,631,919,299,608,74,1425,2635.3874062164823
3.082325399921966,14.9026770426,79,590,158,393,28,1814,2023.341845039017
54.52961672473867,13.4356992291,313,208,90,126,16,199,2063.0129822473564
80.60026098303611,14.9930151648,1853,1090,408,626,114,722,1765.7752351205777
4.252805670407561,76.277987635,72,603,15,410,14,387,2295.832799074217
,323.67415712599995,<5,302,<5,172,17,178,0.5096562352052028
3.7735849056603774,205.226542773,26,326,<5,215,35,53,405.5741321367549
,373.981580354,<5,406,<5,243,31,126,0.8375955051648273
7.109004739336493,359.646708371,45,292,<5,205,123,31,198.7839638789944
8.455799231290978,17.2617357838,374,1174,346,768,22,2211,2743.815893584522
2.01271186440678,83.1712750862,19,193,<5,83,<5,598,35.4833445534444
1.2002341920374706,82.0682893699,82,1802,131,968,37,3379,1483.4443362501866
,34.3425421793,<5,79,36,46,<5,24,9.23311378450896
0.4039238315060589,28.2124313055,21,1293,607,505,66,1778,2098.32094793698
16.949152542372882,83.79126303289999,20,10,<5,<5,25,48,73.60124817954866
0.8759124087591241,410.110782309,6,269,<5,156,16,58,0.3434785891929747
,51.1883228416,<5,32,<5,12,7,53,81.90425358283166
,398.565743759,<5,103,<5,79,5,42,170.68190516578505
1.952526799387443,25.0661571257,51,669,470,345,34,1263,2185.552511928429
2.017164233844348,30.3320579561,275,4096,1661,1962,221,4160,2150.3328720533423
0.3166561114629512,313.451610343,5,483,<5,284,<5,383,1.0073391181629812
9.263959390862944,297.692157607,657,2623,35,1887,268,1352,381.6325323641434
3.901437371663244,18.392816275100003,114,877,468,485,10,1850,3736.63070810878
0.969529085872576,19.7133413869,7,223,138,130,6,439,2361.2041895988773
,164.018441562,<5,148,<5,70,24,68,119.99381527639686
,44.4307999484,<5,368,<5,159,17,915,35.37913413544471
3.4552845528455283,36.0681571257,34,246,<5,91,7,484,600.4068819128007
,109.057073903,<5,197,14,121,8,110,240.8017663316628
1.3673088875077688,193.603069457,22,673,<5,390,45,167,1.314952514179048
1.6085790884718498,185.046225562,6,186,<5,141,12,23,208.812207171477
,98.932967398,<5,93,<5,45,<5,71,177.61673319194486
,163.130548183,<5,278,<5,149,8,121,4.663626556783788
1.6813243662700466,146.115359575,65,731,34,568,20,632,725.2709847027642
,119.396673758,<5,170,8,100,6,198,764.4532818743289
5.95903165735568,151.040196501,32,195,<5,120,13,150,1232.5253491728945
,12.632038185,<5,230,76,143,<5,1294,1889.978986971036
3.882675669972568,11.6057608866,184,1018,318,702,45,3645,2315.187581933404
14.19828641370869,15.7951591197,116,353,182,216,33,148,1862.7073125646336
,156.913173702,<5,41,<5,15,5,27,82.86229105150235
4.237288135593221,371.837066099,10,109,<5,61,11,15,172.44905288733145
,53.079368990000006,<5,204,6,146,<5,47,435.4848536624971
,157.41859929799998,<5,61,7,22,<5,168,144.4911477505146
,54.4561847511,<5,151,8,73,<5,349,169.05837103455193
,48.829031354,<5,105,7,52,8,277,371.2418426304112
,140.098355472,<5,489,6,237,28,477,10.156780683409906
15.48127074442864,144.16967313499998,653,1705,34,1053,120,653,563.5010033423758
2.278481012658228,412.547339445,9,185,<5,125,5,54,256.6444714489501
,238.239038063,<5,45,<5,34,<5,9,351.3117640670489
,217.950816769,<5,30,<5,18,<5,15,449.9638974991123
2.8546712802768166,21.9275772032,33,374,244,184,20,373,1241.7292650643806
5.202312138728324,22.1135638897,9,65,13,32,10,64,890.5304731922846
3.6649214659685865,22.2461571257,21,182,131,89,<5,176,2622.182468363062
10.82891431761094,23.992341847,388,1223,944,643,46,1041,2144.644918652052
2.6341463414634148,17.7727623476,27,386,168,236,7,241,844.6546074785939
1.650853889943074,17.705937724200002,87,1705,766,1107,13,1764,1378.9902721690305
,23.3402195634,<5,136,57,82,<5,235,2146.625493075624
,25.0160954348,<5,8,<5,9,<5,7,12.238825622689602
2.6341463414634148,17.7727623476,27,386,168,236,7,241,844.6546074785939
,20.5940122752,<5,517,115,392,23,856,1056.5729959707637
4.023926046764546,154.745977899,222,1732,66,886,141,2197,45.39002978301356
5.619266055045872,152.920318142,147,901,75,602,38,942,1579.3176341923815
18.82062872406,4.82843752565,916,1015,504,605,39,3779,4853.829377196887
,261.218157126,<5,540,<5,299,46,171,0.8358783169237517
9.717514124293784,277.97399670299995,172,813,<5,592,94,211,389.7875231042108
0.7182087029995775,9.94983167045,17,491,221,291,7,1984,1592.4447326190375
0.2731134938296581,7.6041744275,27,1510,742,912,24,8807,2382.4051856103724
,29.7291705431,<5,40,45,18,<5,194,1326.87439578169
3.440401887654133,37.2073880802,226,2336,2695,1145,45,2205,982.304534958646
,180.387598383,<5,19,<5,7,<5,19,405.4151692130836
,340.892157126,<5,25,<5,10,<5,46,272.26033590248187
,120.351946583,<5,38,<5,34,<5,46,158.55205836688103
,88.2059830104,<5,254,10,142,30,208,4.585796547341579
3.1719532554257097,74.08599630820001,76,774,25,401,53,522,408.5802932929769
,37.7581571257,<5,205,23,68,5,279,945.4925841190644
,37.7581571257,<5,205,23,68,5,279,945.4925841190644
4.522968197879859,37.021324512300005,192,1415,121,765,51,884,1082.1840173741266
2.5188916876574305,58.476510186,10,118,<5,56,20,87,178.38818053492815
,69.88605912439999,<5,79,<5,26,5,82,144.25930200462702
13.568904593639576,27.173781289300003,384,1298,1534,713,66,527,3472.905491575462
4.48950036205648,23.4597247264,62,624,316,297,25,770,2722.3320503539585
3.4258712344949798,9.01061417216,58,431,206,281,17,934,5156.029893701645
1.9510464703795671,31.7068200774,55,817,177,372,55,1087,1348.9234820766208
,70.7080008542,<5,327,11,189,21,132,22.097037514328917
3.121387283236994,73.1463185108,27,309,18,212,7,83,1176.2895036568675
,295.660289126,<5,167,<5,84,10,44,1.6837578538340596
,299.487341425,<5,190,<5,147,5,34,285.65125217667355
,9.66063598081,<5,47,7,30,<5,340,1655.2890217738582
,272.877585666,<5,351,<5,226,28,290,2.920182673505759
6.67779632721202,273.146690196,40,224,<5,138,31,111,633.342221708894
,113.198642338,<5,587,12,311,21,400,7.667542624814099
7.594128908742821,118.70942721,119,672,27,430,25,218,692.4154687636563
0.9914375844975214,214.897666732,22,844,35,500,118,316,6.415631492649936
9.612403100775191,212.05035205,248,1173,40,791,110,387,651.9446681897668
,89.6932743277,<5,779,17,377,29,923,6.8481290588573
12.240868706811453,85.2895135655,248,782,16,499,15,483,630.249884524893
,321.013204829,<5,149,14,76,20,44,65.09347057679942
,221.488328864,<5,39,<5,28,<5,12,55.38029525696176
,122.313859882,<5,173,11,108,6,353,1434.5167394368937
2.5700934579439254,328.505276051,11,96,<5,70,9,76,558.2018461672884
0.5287009063444109,121.633157126,7,289,<5,260,12,710,591.7874889842155
1.5594541910331383,349.260368523,40,785,<5,448,195,455,2.5638868520015348
9.2343658679135,319.951477359,316,1290,31,795,256,342,328.7059693443312
3.9367933524043046,30.0643940655,289,3337,3043,2189,157,1401,2247.893115038265
,72.0400424529,<5,130,<5,61,8,192,5.766705793421748
0.9009009009009008,71.23686939150001,5,186,<5,110,<5,90,445.5839948253168
,90.1011031278,<5,635,<5,390,38,200,10.674843290650855
2.142857142857143,85.7567008394,9,172,<5,113,8,33,730.3554333215568
,55.217714570800005,<5,108,14,61,<5,73,91.7574569697201
,61.3836189169,<5,97,<5,29,8,124,133.6533805195847
2.233189389265885,57.322304414,181,2172,66,1024,111,1735,760.1761461984682
,61.8888146294,<5,249,35,121,68,271,6.800335280574066
1.9337016574585637,60.3302856811,84,1238,46,625,103,1138,1035.5267063024992
,19.9801571257,<5,149,128,119,9,544,331.50452384651624
,20.428930272,<5,24,<5,30,<5,<5,6.468446761311786
7.945041816009558,20.5677974674,133,669,398,355,38,481,2635.5409108098875
,132.602407749,<5,67,<5,35,<5,27,208.2432866023176
,265.342155715,<5,58,<5,49,7,9,292.9521755887117
0.7125890736342043,136.049735129,12,567,<5,311,27,398,6.239801054528196
5.443998215082552,133.098642403,122,825,19,565,41,452,772.9332100477297
,84.87115712570001,<5,164,15,111,<5,79,41.50391943348794
1.6179540709812108,85.3105258981,62,1178,45,589,72,894,757.8677246470847
,95.7421571257,<5,63,<5,27,15,30,203.59473647572588
0.9395973154362416,51.8511283518,7,208,8,93,19,128,51.178579236542255
3.691550451189499,42.5489531669,225,1779,164,1012,57,1566,556.5092691599448
3.3707865168539324,271.80025912,6,61,<5,51,11,28,302.1219929104189
,146.914430953,<5,93,<5,41,<5,25,154.46882147534825
5.851063829787234,165.475157126,11,89,<5,67,<5,<5,53.306607759734966
,49.3962955162,<5,21,<5,11,<5,21,497.0731874873349
,266.505123244,<5,240,6,132,7,32,114.69061224031516
,202.99427956,<5,91,<5,62,11,14,495.7764818649808
4.705181655747468,152.941753003,79,595,<5,369,59,336,356.19349042117733
40.32921810699588,152.418917084,588,760,6,478,167,173,977.8783955866484
,89.3664714294,<5,162,<5,83,12,37,575.8947260761323
,136.970904765,<5,63,<5,18,<5,55,4.458884302638726
,140.92917866599998,<5,151,<5,101,<5,187,232.5611954325172
2.846299810246679,68.94571883110001,15,166,36,101,12,88,1215.15516207712
0.7787151200519143,25.4087639486,12,281,22,192,12,845,573.6439337335994
0.2446183953033268,43.676152424,5,491,573,188,25,799,1849.4235109619565
,45.2343230074,<5,278,227,120,8,919,1676.580818076388
,38.6631571257,<5,56,14,15,<5,122,208.6442259571835
4.228222109016811,35.9710183082,83,323,89,103,<5,870,1686.290335612155
,310.527222058,<5,58,<5,47,<5,16,153.39743614512847
,63.4771511853,<5,42,<5,7,<5,82,13.37980022914222
1.5450643776824031,61.1493550966,18,243,<5,103,15,613,128.0269829897554
3.4456740442655938,17.9891571257,137,1043,287,712,17,2276,2038.0005324487493
0.5312627707396812,235.167554856,13,791,<5,403,63,487,4.276604059508258
8.92018779342723,220.923847465,171,768,<5,517,49,291,866.0205673916603
,123.499912044,<5,32,<5,13,<5,49,40.06258571685108
,153.289340953,<5,241,<5,98,21,393,361.7856772320444
19.089147286821703,9.93834103251,591,1020,1013,630,23,1454,2627.3160513536363
,147.058858075,<5,222,<5,108,8,144,2.68010214998422
2.01765447667087,142.96398797799998,16,309,<5,166,<5,200,165.64751108701162
1.397712833545108,514.148828551,11,272,<5,127,5,144,162.06070126433724
,96.3091810429,<5,87,<5,36,5,100,210.75980936987287
3.067484662576687,13.6392645696,5,67,7,21,<5,121,1118.080895991706
0.96048632218845,13.9627120319,79,1800,583,997,21,6573,2795.9465709793026
0.515084621044886,11.5832407394,21,611,213,423,<5,3559,3686.421645860236
,420.403157126,<5,50,<5,51,8,24,121.26424392549184
2.7312775330396475,76.0584551284,31,343,35,251,10,515,2818.966468156253
,240.456322024,<5,662,14,381,29,591,1.3320047978989062
9.320905459387482,188.423729903,140,559,14,338,23,252,291.16274281926707
,188.849531334,<5,28,<5,15,7,36,85.72949863462048
0.4842615012106537,9.99328496683,20,936,844,477,13,2571,2023.508959020945
,386.802335382,<5,70,<5,48,9,75,178.39753566731332
,154.802558773,<5,56,<5,34,<5,25,135.57579514466764
0.8361204013377926,78.84001963690001,5,217,9,143,10,160,1174.6579496352872
2.431533145636038,179.953831894,95,1758,8,1022,75,474,3.2415588565774742
8.679977814753189,168.27689261199998,313,1838,<5,1306,80,342,756.0823489940876
,73.7979712534,<5,48,<5,22,<5,60,167.5534853945681
8.51063829787234,97.104702347,16,48,<5,24,<5,31,110.71989362036264
1.2616566099835436,88.3336728015,23,342,13,206,<5,309,800.3610670187944
0.921435499515034,14.3011571257,19,460,199,209,6,1487,3808.949125354042
26.257722859664607,20.5699754329,1190,2373,2615,858,111,788,3380.9200163207006
3.902439024390244,149.54662122500002,8,83,<5,48,<5,31,236.37708350249324
,24.5729847292,<5,7,<5,6,<5,19,5.200814823652639
1.078819903126376,1.61252392553,196,4432,1514,958,35,11618,5283.936586695952
,48.9687999538,<5,301,50,147,10,369,12.415676774635529
4.6494506739155055,46.503153771600005,821,5981,935,3171,539,2809,901.1678783659768
1.4144011756061718,21.4002228363,77,1353,264,921,10,2551,2799.843733133863
,51.2681284522,<5,50,<5,11,<5,103,199.8643819532624
,552.683442358,<5,386,30,179,86,185,27.35377897706123
8.066298342541437,552.288767387,73,443,6,327,123,51,402.0389042157786
,109.581614409,<5,63,<5,27,<5,27,184.89392957920464
,350.21081682700003,<5,51,<5,27,<5,<5,76.77075311684841
3.4262948207171315,43.4614125969,86,468,133,246,65,828,1124.876588184036
3.0303030303030303,198.002197607,6,84,<5,54,10,14,324.5677480920604
,310.86833793,<5,152,<5,79,10,151,131.15146791186146
,6.39732307101,<5,81,6,77,<5,495,4448.956632923143
,5.23955803748,<5,262,71,210,<5,1641,5074.650816829124
,255.276551844,<5,30,<5,10,<5,21,184.55805360650103
,632.931480846,<5,705,59,388,92,349,0.5199193502786208
13.09151553053992,541.668983013,1884,5753,771,3779,1431,2481,784.9813505317629
4.844961240310077,35.8329035853,500,3138,1655,1506,205,3627,2399.335200512389
1.7808219178082192,72.60518530680001,13,316,9,194,15,79,660.0970901718664
1.2716763005780347,122.564925188,11,187,8,76,30,287,880.0810858409345
,308.148050124,<5,121,<5,72,5,22,274.53185656738964
0.4129387474191328,159.38693643500002,6,480,10,245,28,308,5.606363658214534
1.610541727672035,153.082224055,11,257,16,133,10,193,276.41278583273726
2.4207676381589427,25.9833334724,152,1620,615,923,31,3650,2375.054534927611
4.80349344978166,121.982383673,11,84,8,44,12,41,171.61094200777382
0.4297994269340974,161.003458635,9,656,<5,387,36,392,4.1788685013788704
14.091520861372812,135.978077235,1047,3295,163,2095,266,720,689.8515522900292
,57.7060873342,<5,707,20,294,14,1301,103.05784685175423
,53.6306828878,<5,369,8,173,15,319,564.6962604865125
1.2720156555772997,18.1578930774,26,476,197,246,14,1559,2557.745989914424
,19.941312437,<5,392,138,209,6,1804,2929.919900438053
,27.2814074732,<5,72,<5,27,<5,186,1720.4486791285435
1.3926815947569635,26.0675954962,51,881,48,490,37,1909,2317.1250061223027
,46.8218387822,<5,240,11,103,8,568,303.0012785072351
1.2150668286755772,38.8951571257,30,690,8,354,40,834,664.571126006053
3.4653465346534653,79.6892008912,7,66,<5,40,<5,37,46.62370247543379
4.534805890227577,7.095157125699999,271,1312,598,1015,31,3745,3297.9312169142
7.926829268292683,23.416252344,13,56,19,39,5,42,274.79024372783164
2.967227635075288,17.8643691683,67,649,201,444,20,1104,1220.0571017823472
2.950776863820342,37.7195799729,226,2147,349,1013,108,2319,1706.6882087363208
6.3976083707025415,24.7449091315,214,868,203,504,29,1469,1814.169026998924
,99.3741571257,<5,38,<5,23,<5,84,463.9915991926253
,71.6972985135,<5,54,<5,24,<5,95,13.42975560865944
7.513791135628685,70.269839793,790,3391,100,2043,127,2779,1109.4104110263097
1.1263073209975865,214.604618966,14,455,<5,317,18,182,0.9371633591671796
,215.64025458,<5,251,11,179,28,55,207.13685825518843
,156.062378095,<5,200,<5,95,13,185,10.419289827688976
14.088314809252028,153.86751448400005,938,2968,209,1899,413,646,1081.3271802837785
,359.475070901,<5,168,<5,119,<5,146,2.3740030025953893
1.1711711711711712,354.360514108,13,344,7,174,<5,257,140.55398529376524
,253.986157126,<5,<5,7,28,<5,52,10.899661203040091
0.7467532467532467,132.858154672,23,868,45,376,64,1474,31.78921527635004
9.718875502008032,118.224181765,121,408,7,203,25,474,426.083700463388
,47.7704141591,<5,135,<5,51,<5,291,256.7971945633707
,99.0966262603,<5,41,<5,19,5,19,127.75799967909109
0.1812141347025068,60.1216957516,12,1295,70,694,24,3609,777.4937274889257
,59.5361571257,<5,59,9,33,<5,52,17.038756937598006
0.9803921568627452,43.8385996577,33,908,26,408,48,928,567.1719766463372
,119.144596632,<5,204,7,84,9,432,464.90524734141496
,380.071647683,<5,<5,<5,47,<5,18,5.55947464182429
,78.0442307383,<5,39,<5,15,<5,92,36.93879725081656
0.4282082162451492,80.5195809264,32,1606,30,744,36,2476,1040.640589392228
30.386740331491712,116.170660547,275,370,9,178,25,286,1070.8308713089643
1.8359375,21.6283786418,235,3622,1803,1888,32,8728,2236.455299854284
,263.935192752,<5,50,<5,30,<5,<5,506.9003932431529
4.433934377771209,26.7201571257,300,2053,1274,1107,44,3402,1757.9484334806548
2.1798365122615806,160.941593942,8,163,8,81,25,43,276.83154001720925
,550.054120153,<5,62,<5,45,<5,16,33.607646843908746
1.916105644743656,16.4231571257,74,956,370,576,10,2735,3622.0076919682256
,298.417455591,<5,177,<5,101,17,78,0.875052931732799
2.0050125313283207,302.882157126,8,192,<5,122,<5,48,255.26001153002187
,68.74855563659999,<5,17,<5,8,<5,12,307.0531988277171
,348.201614007,<5,439,36,257,19,290,1.1873283555645548
9.167303284950345,296.851157126,120,618,76,417,33,159,242.91865718997843
0.970873786407767,141.30616503000002,8,273,8,154,29,114,1.642702272495745
4.479418886198547,136.497039351,37,304,10,237,18,86,475.2984297759792
,68.7736077202,<5,54,<5,27,<5,22,567.2725668367094
,40.821142887,<5,179,58,60,<5,333,230.6725160655283
0.5303476723629935,40.6281199669,9,319,160,111,15,667,548.8510363349411
3.294036061026352,45.6145124711,285,2254,1159,692,96,2954,2298.4370519554327
6.005647263249348,41.8093141959,553,2968,1157,1296,138,2339,1916.3790776678215
1.7006802721088434,243.065630937,15,376,<5,188,80,91,1.4833743577430425
4.237288135593221,231.760916106,30,331,<5,240,58,92,533.2642013560414
2.3255813953488373,322.478493956,5,90,<5,58,<5,53,361.42350155817707
,105.779201404,<5,329,<5,176,15,265,2.755884837503093
1.9169329073482428,109.134565918,6,101,<5,69,<5,66,288.80414684833727
,112.557996985,<5,43,<5,26,<5,128,467.9670648486296
20.987115090631143,81.2349319465,961,1895,79,1173,120,510,317.9551004226824
2.5385312783318223,78.13018779939999,56,989,51,658,39,290,1886.5719671346087
,124.926405739,<5,71,<5,46,<5,42,502.997440292493
1.6518424396442186,117.356802709,13,269,8,178,24,365,806.4368439344626
,298.712047829,<5,91,<5,38,<5,47,310.39617491237544
2.0682926829268293,11.6539204608,106,1059,443,778,32,2942,2566.4035469211503
3.460207612456748,137.48331313900002,10,137,<5,76,<5,74,163.72657674232673
4.531722054380665,76.80544460990001,15,91,<5,63,<5,150,3231.382115258491
2.4024024024024024,77.627112408,104,1066,76,697,63,2249,1732.2327955224011
0.8050089445438283,407.914157126,9,403,<5,261,23,156,0.3634948427764373
2.4520255863539444,372.960543925,23,374,38,287,9,147,565.6096720599135
,537.270927545,<5,26,<5,15,<5,56,231.86260602155085
5.473965287049399,12.092193622500002,41,219,58,138,8,338,2325.375692994669
1.4153245485602732,15.5404034713,29,528,113,425,11,872,2865.934470193465
,107.657831403,<5,28,<5,15,<5,12,286.04760998389463
12.026883622214362,28.8433854093,340,1088,740,624,7,705,2074.912557438269
9.004654493376298,34.3953767819,1006,4938,4175,2813,117,3286,3525.522434181697
,216.831589644,<5,23,<5,19,6,22,132.9262303700833
2.2977022977022976,77.6915589996,23,312,53,171,12,249,31.70806238551101
39.87341772151899,67.10690624300001,1512,2059,446,1381,154,215,1325.5544902470826
9.719694211867491,166.32863810700002,267,915,37,516,83,705,50.24558213524326
12.165308498253784,153.685752139,209,686,54,444,98,357,999.1970058018068
11.702127659574469,69.3109865729,132,442,93,301,15,290,443.7835795533062
31.291834002677376,3.46800720451,1870,1586,812,806,43,4378,5417.942002340716
8.426966292134832,67.7770489418,15,58,<5,37,<5,50,1431.13837799168
,33.1144096557,<5,128,<5,48,<5,736,521.6052043082419
6.336034364932149,6.83484493751,649,2405,1282,1603,143,8237,4157.53189202046
4.110996916752312,22.4101571257,40,322,117,90,5,609,2142.8223634356978
,227.732133861,<5,555,7,272,58,201,5.128286476266468
4.767123287671233,226.051821602,87,831,9,560,48,239,606.3222651547294
5.102495543672014,23.6595538222,229,1336,597,731,28,2544,2265.396112955744
,364.326361228,<5,72,6,49,5,8,381.1800123330572
10.37344398340249,365.680662207,25,118,<5,75,18,6,461.9133052965024
,100.301031986,<5,79,<5,43,6,23,249.5233505896527
2.0859407592824364,12.3760155113,50,681,240,415,21,1094,2978.7360320272064
1.7248632730332352,20.4090795039,41,758,500,389,19,1419,3093.7305317615446
4.30416068866571,21.4994323215,150,1137,686,682,26,1621,1448.9247486601048
4.386566141192597,18.3862461453,128,845,610,501,7,1818,2297.155643724116
,93.8011571257,<5,162,12,87,12,349,20.38579839808387
1.1357051802062812,96.2523805377,98,1913,17,971,65,3021,970.0897500902788
3.1088082901554404,53.875861743,18,87,12,61,5,175,97.028167598436
,43.6691571257,<5,133,<5,51,9,299,140.99890530006184
4.320987654320987,402.439239018,7,45,<5,29,<5,21,152.87623554102845
1.28,450.613409102,32,822,<5,449,99,422,0.3788495616427045
14.845173041894354,373.093332357,163,557,9,373,155,109,590.7301534240372
0.5626295528575659,13.9499794081,19,827,320,444,14,2430,3983.5016761532606
1.4573991031390134,485.075297824,13,308,<5,227,20,135,0.142720358003146
2.268760907504363,440.900562536,13,199,<5,162,11,65,196.07684567086105
,250.613682764,<5,45,<5,23,<5,47,236.745273667706
0.34808552958727,70.4675909004,7,526,20,292,20,467,18.630217168913628
4.27736657576938,61.3738660378,549,3949,388,2041,250,2425,1459.1135912184045
,41.5028294273,<5,18,<5,5,<5,36,523.369197738742
,28.5277247697,<5,171,21,81,<5,851,410.07928500978574
2.2615131578947367,22.8880179345,110,1211,152,801,29,2280,3292.8321612800146
1.245753114382786,5.28285803125,11,193,76,96,<5,684,4272.549621148679
4.016268429079817,3.68885440655,79,366,197,123,27,2141,1652.315390709094
0.8333333333333334,9.05531234632,31,1023,456,704,39,1888,3323.0708247286107
2.4578971324533456,13.0519507336,162,2039,867,1483,52,2687,3191.2022690828467
1.341054556537641,46.3311571257,44,786,148,482,14,943,1843.936409803943
0.3652300949598246,294.826069654,5,396,<5,189,23,266,9.739821308746553
0.5353319057815846,296.50896794,10,692,<5,356,29,308,756.1005412664048
,59.3034905924,<5,224,8,105,20,166,520.3619558523575
,274.086163973,<5,101,<5,72,6,20,125.84867956537704
,239.429480829,<5,19,<5,23,<5,<5,84.2166537480145
,97.3828119641,<5,78,<5,46,<5,13,1669.4100247977235
,26.5801309146,<5,58,8,22,7,195,585.7219529196581
,35.7191276798,<5,47,8,36,<5,20,24.000865525195906
0.4336513443191674,26.7151571257,50,1884,1589,744,132,7679,1013.2913457898044
,100.55763017,<5,26,<5,15,<5,26,3.725586991887182
0.8831321754489255,103.357077668,30,553,7,340,16,888,404.7427882020695
,110.062298432,<5,51,<5,24,<5,14,250.200153437972
,317.610736022,<5,106,<5,50,8,53,300.8129483240372
,232.653376976,<5,67,<5,42,<5,12,345.69562184838566
,228.03461018700003,<5,28,<5,25,<5,40,139.84394420016318
,311.825856613,<5,197,<5,121,<5,133,2.917820666940018
3.556701030927835,287.344360445,69,510,8,340,21,470,313.2921140493549
11.745796241345202,5.83159378799,950,1331,446,979,21,4987,1669.114239181555
,104.575179563,<5,258,20,143,8,163,23.96103069860038
,103.792410191,<5,715,18,447,39,326,499.2015699819207
,368.42499617,<5,328,<5,175,23,270,7.019548077607906
,183.672015097,<5,134,7,92,10,46,280.87714868902657
0.3748125937031484,112.903647363,5,23,<5,30,<5,137,40.42436083549885
6.709515598056122,6.38206272778,428,1142,494,796,16,4223,6545.496300874135
11.117322897532146,10.3512084821,1392,4160,2562,2597,298,6361,2786.0918792264056
13.564356435643564,4.14994422262,137,193,61,119,7,916,5077.353823691376
,94.8230194914,<5,73,<5,28,<5,23,116.0037609621656
9.523809523809524,252.000570748,24,123,<5,91,8,15,460.4292165232805
,317.783258477,<5,62,<5,37,8,7,172.54840486614927
2.0892687559354224,150.325805068,22,277,6,189,20,480,981.936813171086
,416.862218474,<5,72,<5,50,<5,27,0.1056191788725559
,415.475058213,<5,140,<5,85,6,33,251.75904429785072
,171.272588901,<5,66,<5,18,<5,15,321.3904152974382
,301.267931132,<5,126,<5,61,12,61,74.09699801293179
0.6329113924050633,507.813806195,13,720,55,408,61,338,3.3195821436839448
10.151006711409396,527.141621039,121,560,17,384,94,101,760.7147370313396
,88.1449764904,<5,53,<5,20,<5,102,683.4548039104737
14.29471032745592,117.007681056,227,723,7,459,26,282,1360.81502822979
,42.289320704,<5,109,<5,34,<5,395,42.92053237985049
2.8205128205128207,31.0215984314,22,133,8,77,9,463,499.99427661150366
11.285588494276489,12.970583477100002,2307,7881,4609,5511,542,6766,2630.14668551375
,137.29125549,<5,109,<5,53,<5,61,598.5456926528736
4.568527918781726,6.06833256254,9,30,9,28,<5,166,6285.540707636807
22.52082992975004,4.10318039384,2757,2458,2077,1723,60,8664,5799.921540523047
,50.737807085300005,<5,111,7,80,7,173,7.37417048505638
,61.2615014466,<5,201,<5,114,19,387,290.01748055873844
